protein_id,experiment_name,time_stamp,n_chainbreaks,non_loop_fraction,non_loop_cutoff,radius_of_gyration,status,rejection_reason,error_reason
htl006332,15082026_16k_production_4_seeds_4_sizes,2026-08-16T18:58:45+00:00,0,0.3333333333,0.7,19.15146172,REJECTED,loopy_structure,
htl006475,15082026_16k_production_4_seeds_4_sizes,2026-08-16T18:58:59+00:00,0,0.3333333333,0.7,18.83084018,REJECTED,loopy_structure,
htl006580,15082026_16k_production_4_seeds_4_sizes,2026-08-16T18:59:12+00:00,0,0.3333333333,0.7,18.59727535,REJECTED,loopy_structure,
htl006675,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:48:28+00:00,0,0.3333333333,0.7,19.02575664,REJECTED,loopy_structure,
htl006827,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:49:01+00:00,0,0.3333333333,0.7,18.79829782,REJECTED,loopy_structure,
htm005030,15082026_16k_production_4_seeds_4_sizes,2026-08-16T18:59:23+00:00,0,0.3333333333,0.7,18.40528227,REJECTED,loopy_structure,
htm005061,15082026_16k_production_4_seeds_4_sizes,2026-08-16T18:59:23+00:00,0,0.3333333333,0.7,19.14637119,REJECTED,loopy_structure,
htm005170,15082026_16k_production_4_seeds_4_sizes,2026-08-16T18:59:26+00:00,0,0.3333333333,0.7,18.52800123,REJECTED,loopy_structure,
htm005260,15082026_16k_production_4_seeds_4_sizes,2026-08-16T18:59:30+00:00,0,0.3333333333,0.7,18.3999561,REJECTED,loopy_structure,
htm005279,15082026_16k_production_4_seeds_4_sizes,2026-08-16T18:59:31+00:00,0,0.3333333333,0.7,18.5945574,REJECTED,loopy_structure,
htm005305,15082026_16k_production_4_seeds_4_sizes,2026-08-16T18:59:32+00:00,0,0.3333333333,0.7,18.00075204,REJECTED,loopy_structure,
htm005348,15082026_16k_production_4_seeds_4_sizes,2026-08-16T18:59:35+00:00,0,0.3333333333,0.7,18.38767499,REJECTED,loopy_structure,
htm005886,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:00:41+00:00,0,0.3333333333,0.7,18.47631976,REJECTED,loopy_structure,
hts004118,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:01:03+00:00,0,0.3333333333,0.7,18.7767866,REJECTED,loopy_structure,
hts004201,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:01:06+00:00,0,0.3333333333,0.7,18.02685519,REJECTED,loopy_structure,
hts004319,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:01:10+00:00,0,0.3333333333,0.7,18.60806419,REJECTED,loopy_structure,
hts004333,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:01:11+00:00,0,0.3333333333,0.7,18.00615341,REJECTED,loopy_structure,
hts004411,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:01:16+00:00,0,0.3333333333,0.7,18.26187479,REJECTED,loopy_structure,
hts004530,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:01:24+00:00,0,0.3333333333,0.7,17.93754254,REJECTED,loopy_structure,
hts004627,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:01:33+00:00,0,0.3333333333,0.7,17.93771375,REJECTED,loopy_structure,
hts004754,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:01:46+00:00,0,0.3333333333,0.7,17.93334933,REJECTED,loopy_structure,
hts004784,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:01:50+00:00,0,0.3333333333,0.7,17.95566096,REJECTED,loopy_structure,
hts004790,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:01:50+00:00,0,0.3333333333,0.7,18.37254814,REJECTED,loopy_structure,
hts004939,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:02:10+00:00,0,0.3333333333,0.7,18.12279435,REJECTED,loopy_structure,
hts004985,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:02:17+00:00,0,0.3333333333,0.7,17.82275254,REJECTED,loopy_structure,
htx007679,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:51:08+00:00,0,0.3333333333,0.7,19.48885527,REJECTED,loopy_structure,
htx007760,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:51:28+00:00,0,0.3333333333,0.7,19.50001909,REJECTED,loopy_structure,
htx007901,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:52:09+00:00,0,0.3333333333,0.7,18.99867347,REJECTED,loopy_structure,
shl010013,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:52:42+00:00,0,0.3333333333,0.7,21.51321722,REJECTED,loopy_structure,
shl010083,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:52:43+00:00,0,0.3333333333,0.7,20.8025238,REJECTED,loopy_structure,
shl010431,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:53:20+00:00,0,0.3333333333,0.7,20.61488725,REJECTED,loopy_structure,
shl010851,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:55:10+00:00,0,0.3333333333,0.7,20.40023515,REJECTED,loopy_structure,
shm009626,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:57:11+00:00,0,0.3333333333,0.7,19.19970407,REJECTED,loopy_structure,
shm009868,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:58:05+00:00,0,0.3333333333,0.7,19.25739072,REJECTED,loopy_structure,
shm009980,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:58:36+00:00,0,0.3333333333,0.7,19.95518031,REJECTED,loopy_structure,
shs008170,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:58:46+00:00,0,0.3333333333,0.7,19.82417942,REJECTED,loopy_structure,
shs008289,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:58:54+00:00,0,0.3333333333,0.7,19.83939458,REJECTED,loopy_structure,
shs008806,15082026_16k_production_4_seeds_4_sizes,2026-08-18T09:00:08+00:00,0,0.3333333333,0.7,22.23564541,REJECTED,loopy_structure,
shs008827,15082026_16k_production_4_seeds_4_sizes,2026-08-18T09:00:12+00:00,0,0.3333333333,0.7,21.05542017,REJECTED,loopy_structure,
shx011413,15082026_16k_production_4_seeds_4_sizes,2026-08-18T09:01:28+00:00,0,0.3333333333,0.7,20.09880764,REJECTED,loopy_structure,
thm001056,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:05:13+00:00,0,0.3333333333,0.7,19.78400335,REJECTED,loopy_structure,
thm001201,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:05:19+00:00,0,0.3333333333,0.7,19.96595495,REJECTED,loopy_structure,
thm001471,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:05:47+00:00,0,0.3333333333,0.7,19.25943663,REJECTED,loopy_structure,
thm001518,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:05:54+00:00,2,0.3333333333,0.7,19.64264052,REJECTED,chainbreaks;loopy_structure,
thm001646,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:06:17+00:00,0,0.3333333333,0.7,20.03014645,REJECTED,loopy_structure,
thm001836,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:07:00+00:00,0,0.3333333333,0.7,19.19350575,REJECTED,loopy_structure,
ths000389,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:08:06+00:00,0,0.3333333333,0.7,20.54869674,REJECTED,loopy_structure,
thx003610,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:11:13+00:00,0,0.3333333333,0.7,20.5803492,REJECTED,loopy_structure,
thx003382,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:10:28+00:00,0,0.3348623853,0.7,19.95265585,REJECTED,loopy_structure,
thl002803,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:04:11+00:00,0,0.335,0.7,19.91302883,REJECTED,loopy_structure,
thx003020,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:09:59+00:00,0,0.3350515464,0.7,19.94617154,REJECTED,loopy_structure,
thm001855,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:07:04+00:00,0,0.3352941176,0.7,19.73173139,REJECTED,loopy_structure,
htx007167,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:49:52+00:00,0,0.335443038,0.7,20.14709769,REJECTED,loopy_structure,
shl010966,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:55:53+00:00,0,0.335443038,0.7,20.42394681,REJECTED,loopy_structure,
shl010968,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:55:54+00:00,0,0.3355263158,0.7,19.74635235,REJECTED,loopy_structure,
htx007787,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:51:35+00:00,4,0.3356164384,0.7,19.52137172,REJECTED,chainbreaks;loopy_structure,
htx007044,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:49:47+00:00,0,0.3357142857,0.7,19.52975886,REJECTED,loopy_structure,
shm009540,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:56:56+00:00,0,0.3357142857,0.7,19.95093233,REJECTED,loopy_structure,
shs008838,15082026_16k_production_4_seeds_4_sizes,2026-08-18T09:00:14+00:00,0,0.3358208955,0.7,23.78906123,REJECTED,loopy_structure,
hsx015979,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:48:15+00:00,0,0.3359375,0.7,19.34049061,REJECTED,loopy_structure,
shs008673,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:59:42+00:00,0,0.3359375,0.7,23.46356036,REJECTED,loopy_structure,
htl006450,15082026_16k_production_4_seeds_4_sizes,2026-08-16T18:58:56+00:00,0,0.3360655738,0.7,18.98372341,REJECTED,loopy_structure,
thx003011,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:09:59+00:00,0,0.3363636364,0.7,20.07610785,REJECTED,loopy_structure,
shs008868,15082026_16k_production_4_seeds_4_sizes,2026-08-18T09:00:21+00:00,0,0.3365384615,0.7,19.53337719,REJECTED,loopy_structure,
thx003211,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:10:08+00:00,0,0.3366336634,0.7,21.34693392,REJECTED,loopy_structure,
shl010344,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:53:06+00:00,0,0.3370786517,0.7,19.7924074,REJECTED,loopy_structure,
thl002326,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:02:38+00:00,0,0.3372093023,0.7,19.872793,REJECTED,loopy_structure,
thm001806,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:06:52+00:00,0,0.3372093023,0.7,19.63094097,REJECTED,loopy_structure,
hsx015658,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:46:41+00:00,0,0.3373493976,0.7,19.86050688,REJECTED,loopy_structure,
hsx015927,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:47:57+00:00,0,0.3373493976,0.7,19.87652966,REJECTED,loopy_structure,
htx007218,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:49:55+00:00,0,0.3373493976,0.7,20.3894829,REJECTED,loopy_structure,
shl010179,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:52:48+00:00,2,0.3373493976,0.7,19.77509262,REJECTED,chainbreaks;loopy_structure,
hsx015536,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:46:15+00:00,0,0.3375,0.7,19.38313189,REJECTED,loopy_structure,
hsx015716,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:46:55+00:00,0,0.3375,0.7,19.68510163,REJECTED,loopy_structure,
thl002186,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:02:26+00:00,0,0.3375,0.7,19.73623531,REJECTED,loopy_structure,
hsx015096,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:45:25+00:00,0,0.3376623377,0.7,20.5730033,REJECTED,loopy_structure,
hsx015576,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:46:23+00:00,0,0.3376623377,0.7,19.75842255,REJECTED,loopy_structure,
htx007117,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:49:49+00:00,0,0.3376623377,0.7,20.22779002,REJECTED,loopy_structure,
htx007891,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:52:06+00:00,0,0.3376623377,0.7,19.79527399,REJECTED,loopy_structure,
shl010444,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:53:22+00:00,0,0.3376623377,0.7,21.33374555,REJECTED,loopy_structure,
shm009512,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:56:52+00:00,0,0.3376623377,0.7,21.63484735,REJECTED,loopy_structure,
thl002619,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:03:26+00:00,0,0.3376623377,0.7,20.11114621,REJECTED,loopy_structure,
hsx015448,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:46:00+00:00,0,0.3378378378,0.7,19.97357743,REJECTED,loopy_structure,
hsx015492,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:46:07+00:00,0,0.3378378378,0.7,19.72531967,REJECTED,loopy_structure,
htx007270,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:50:00+00:00,2,0.3378378378,0.7,19.49249406,REJECTED,chainbreaks;loopy_structure,
thm001005,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:05:13+00:00,0,0.3378378378,0.7,19.26654132,REJECTED,loopy_structure,
hsx015337,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:45:44+00:00,0,0.338028169,0.7,19.36431926,REJECTED,loopy_structure,
hsx015785,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:47:14+00:00,0,0.338028169,0.7,19.90367609,REJECTED,loopy_structure,
shm009416,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:56:38+00:00,0,0.338028169,0.7,20.70215979,REJECTED,loopy_structure,
ths000537,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:08:24+00:00,0,0.338028169,0.7,19.42027194,REJECTED,loopy_structure,
hsx015936,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:48:00+00:00,0,0.3382352941,0.7,19.15477808,REJECTED,loopy_structure,
htx007032,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:49:47+00:00,0,0.3382352941,0.7,19.50999024,REJECTED,loopy_structure,
htx007322,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:50:05+00:00,0,0.3382352941,0.7,19.99138873,REJECTED,loopy_structure,
htx007375,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:50:11+00:00,0,0.3382352941,0.7,19.39413542,REJECTED,loopy_structure,
htx007966,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:52:30+00:00,0,0.3382352941,0.7,19.19826999,REJECTED,loopy_structure,
hsl014661,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:40:22+00:00,0,0.3384615385,0.7,19.77510291,REJECTED,loopy_structure,
htx007766,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:51:29+00:00,0,0.3384615385,0.7,19.92773027,REJECTED,loopy_structure,
shs008348,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:58:58+00:00,0,0.3384615385,0.7,21.07912262,REJECTED,loopy_structure,
hsl014754,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:40:41+00:00,0,0.3387096774,0.7,20.0405544,REJECTED,loopy_structure,
hts004533,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:01:24+00:00,0,0.3387096774,0.7,18.11084901,REJECTED,loopy_structure,
shm009489,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:56:48+00:00,0,0.3387096774,0.7,19.60455618,REJECTED,loopy_structure,
ths000501,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:08:19+00:00,0,0.3387096774,0.7,19.3944251,REJECTED,loopy_structure,
hsl014894,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:15+00:00,0,0.3389830508,0.7,19.33376657,REJECTED,loopy_structure,
htl006666,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:48:26+00:00,0,0.3389830508,0.7,19.06765514,REJECTED,loopy_structure,
shs008805,15082026_16k_production_4_seeds_4_sizes,2026-08-18T09:00:07+00:00,0,0.3389830508,0.7,22.20780796,REJECTED,loopy_structure,
ths000770,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:09:05+00:00,0,0.3389830508,0.7,18.98759537,REJECTED,loopy_structure,
thm001706,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:06:29+00:00,0,0.3390804598,0.7,19.70634662,REJECTED,loopy_structure,
hsl014154,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:39:23+00:00,0,0.3392857143,0.7,19.11293432,REJECTED,loopy_structure,
hsl014488,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:39:53+00:00,0,0.3392857143,0.7,19.2689721,REJECTED,loopy_structure,
hsl014809,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:40:54+00:00,0,0.3392857143,0.7,19.33764228,REJECTED,loopy_structure,
hsl014948,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:29+00:00,0,0.3392857143,0.7,18.71635623,REJECTED,loopy_structure,
htl006536,15082026_16k_production_4_seeds_4_sizes,2026-08-16T18:59:07+00:00,1,0.3392857143,0.7,18.86711688,REJECTED,chainbreaks;loopy_structure,
htl006775,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:48:49+00:00,0,0.3392857143,0.7,18.82465241,REJECTED,loopy_structure,
htl006906,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:49:20+00:00,0,0.3392857143,0.7,19.38498038,REJECTED,loopy_structure,
htl006936,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:49:28+00:00,0,0.3392857143,0.7,19.18884661,REJECTED,loopy_structure,
shm009742,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:57:35+00:00,2,0.3392857143,0.7,19.76656358,REJECTED,chainbreaks;loopy_structure,
shs008813,15082026_16k_production_4_seeds_4_sizes,2026-08-18T09:00:09+00:00,0,0.3392857143,0.7,19.35620602,REJECTED,loopy_structure,
ths000210,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:07:52+00:00,0,0.3392857143,0.7,19.95698954,REJECTED,loopy_structure,
thx003085,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:10:00+00:00,0,0.3392857143,0.7,20.33329921,REJECTED,loopy_structure,
hsx015727,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:46:58+00:00,0,0.3395061728,0.7,20.10286029,REJECTED,loopy_structure,
htx007328,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:50:06+00:00,0,0.3395061728,0.7,19.89599612,REJECTED,loopy_structure,
shl010120,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:52:45+00:00,0,0.3395061728,0.7,20.55126818,REJECTED,loopy_structure,
thm001167,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:05:17+00:00,0,0.3395061728,0.7,20.38150623,REJECTED,loopy_structure,
hsl014188,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:39:25+00:00,0,0.3396226415,0.7,19.04442338,REJECTED,loopy_structure,
hsl014739,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:40:38+00:00,0,0.3396226415,0.7,19.04552796,REJECTED,loopy_structure,
shs008253,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:58:51+00:00,0,0.3396226415,0.7,19.20730188,REJECTED,loopy_structure,
shs008436,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:59:07+00:00,0,0.3396226415,0.7,21.18801342,REJECTED,loopy_structure,
hsl014282,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:39:30+00:00,0,0.34,0.7,18.86910632,REJECTED,loopy_structure,
hsl014658,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:40:21+00:00,0,0.34,0.7,18.6153101,REJECTED,loopy_structure,
hsl014783,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:40:47+00:00,0,0.34,0.7,19.19628895,REJECTED,loopy_structure,
htl006794,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:48:53+00:00,0,0.34,0.7,20.25417438,REJECTED,loopy_structure,
shm009146,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:56:11+00:00,0,0.34,0.7,20.81016295,REJECTED,loopy_structure,
hsx015170,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:45:29+00:00,0,0.3402777778,0.7,19.80282984,REJECTED,loopy_structure,
hsl014622,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:40:15+00:00,0,0.3404255319,0.7,19.37840321,REJECTED,loopy_structure,
hsl014632,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:40:16+00:00,0,0.3404255319,0.7,19.08632094,REJECTED,loopy_structure,
hsl014846,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:02+00:00,0,0.3404255319,0.7,19.0194818,REJECTED,loopy_structure,
hsm013381,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:02+00:00,0,0.3404255319,0.7,18.90262094,REJECTED,loopy_structure,
htl006473,15082026_16k_production_4_seeds_4_sizes,2026-08-16T18:58:59+00:00,0,0.3404255319,0.7,18.65780572,REJECTED,loopy_structure,
htm005410,15082026_16k_production_4_seeds_4_sizes,2026-08-16T18:59:40+00:00,0,0.3404255319,0.7,18.93231014,REJECTED,loopy_structure,
htm005430,15082026_16k_production_4_seeds_4_sizes,2026-08-16T18:59:41+00:00,0,0.3404255319,0.7,19.25346754,REJECTED,loopy_structure,
thl002342,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:02:40+00:00,0,0.3404255319,0.7,20.10718804,REJECTED,loopy_structure,
hsx015055,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:45:24+00:00,0,0.3405797101,0.7,19.3541753,REJECTED,loopy_structure,
hsx015463,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:46:02+00:00,0,0.3405797101,0.7,19.87276551,REJECTED,loopy_structure,
shl010765,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:54:42+00:00,0,0.3406593407,0.7,19.94525206,REJECTED,loopy_structure,
thl002255,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:02:31+00:00,0,0.3406593407,0.7,19.92058933,REJECTED,loopy_structure,
thl002962,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:04:59+00:00,0,0.3406593407,0.7,20.01436691,REJECTED,loopy_structure,
shx011466,15082026_16k_production_4_seeds_4_sizes,2026-08-18T09:01:37+00:00,0,0.3407079646,0.7,21.32077694,REJECTED,loopy_structure,
hsm013338,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:58+00:00,0,0.3409090909,0.7,18.69266768,REJECTED,loopy_structure,
hsm013419,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:06+00:00,0,0.3409090909,0.7,19.12497702,REJECTED,loopy_structure,
hsm013780,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:59+00:00,0,0.3409090909,0.7,18.60506096,REJECTED,loopy_structure,
hsm013891,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:43:21+00:00,0,0.3409090909,0.7,19.12980389,REJECTED,loopy_structure,
htm005147,15082026_16k_production_4_seeds_4_sizes,2026-08-16T18:59:25+00:00,0,0.3409090909,0.7,19.03282287,REJECTED,loopy_structure,
htm005258,15082026_16k_production_4_seeds_4_sizes,2026-08-16T18:59:30+00:00,0,0.3409090909,0.7,18.65402073,REJECTED,loopy_structure,
htm005493,15082026_16k_production_4_seeds_4_sizes,2026-08-16T18:59:47+00:00,0,0.3409090909,0.7,18.78854705,REJECTED,loopy_structure,
htm005756,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:00:20+00:00,0,0.3409090909,0.7,18.39892239,REJECTED,loopy_structure,
htm005931,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:00:49+00:00,0,0.3409090909,0.7,18.47943384,REJECTED,loopy_structure,
shl010844,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:55:08+00:00,0,0.3409090909,0.7,21.34705554,REJECTED,loopy_structure,
thl002485,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:03:00+00:00,0,0.3409090909,0.7,20.28435334,REJECTED,loopy_structure,
thx003390,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:10:30+00:00,0,0.3411214953,0.7,20.24891205,REJECTED,loopy_structure,
hsx015870,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:47:39+00:00,0,0.3411764706,0.7,20.33351152,REJECTED,loopy_structure,
hsm013410,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:05+00:00,0,0.3414634146,0.7,18.45912113,REJECTED,loopy_structure,
hsm013582,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:42:26+00:00,0,0.3414634146,0.7,18.97941953,REJECTED,loopy_structure,
hsx015093,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:45:25+00:00,0,0.3414634146,0.7,20.01507354,REJECTED,loopy_structure,
hsx015514,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:46:11+00:00,2,0.3414634146,0.7,20.78114994,REJECTED,chainbreaks;loopy_structure,
htm005155,15082026_16k_production_4_seeds_4_sizes,2026-08-16T18:59:25+00:00,0,0.3414634146,0.7,18.8581485,REJECTED,loopy_structure,
htm005335,15082026_16k_production_4_seeds_4_sizes,2026-08-16T18:59:34+00:00,0,0.3414634146,0.7,18.82624451,REJECTED,loopy_structure,
htm005679,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:00:09+00:00,0,0.3414634146,0.7,18.49595419,REJECTED,loopy_structure,
htx007146,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:49:51+00:00,0,0.3414634146,0.7,19.80089149,REJECTED,loopy_structure,
htx007349,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:50:08+00:00,0,0.3414634146,0.7,19.69771627,REJECTED,loopy_structure,
shl010300,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:53:00+00:00,0,0.3415841584,0.7,21.45304441,REJECTED,loopy_structure,
hsl014693,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:40:28+00:00,2,0.3416666667,0.7,19.16697408,REJECTED,chainbreaks;loopy_structure,
ths000805,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:09:12+00:00,0,0.3416666667,0.7,19.95281859,REJECTED,loopy_structure,
hsx015007,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:45:23+00:00,0,0.3417721519,0.7,19.57931066,REJECTED,loopy_structure,
hsx015589,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:46:26+00:00,0,0.3417721519,0.7,19.49816159,REJECTED,loopy_structure,
htx007914,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:52:13+00:00,0,0.3417721519,0.7,20.31991229,REJECTED,loopy_structure,
hsm013077,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:45+00:00,0,0.3421052632,0.7,19.61545953,REJECTED,loopy_structure,
hsm013278,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:41:54+00:00,0,0.3421052632,0.7,18.76117187,REJECTED,loopy_structure,
hsx015031,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:45:24+00:00,0,0.3421052632,0.7,20.24278279,REJECTED,loopy_structure,
htl006843,15082026_16k_production_4_seeds_4_sizes,2026-08-18T08:49:04+00:00,0,0.3421052632,0.7,19.13700985,REJECTED,loopy_structure,
htm005163,15082026_16k_production_4_seeds_4_sizes,2026-08-16T18:59:26+00:00,0,0.3421052632,0.7,18.77834586,REJECTED,loopy_structure,
htm005349,15082026_16k_production_4_seeds_4_sizes,2026-08-16T18:59:35+00:00,0,0.3421052632,0.7,19.0492844,REJECTED,loopy_structure,
htm005918,15082026_16k_production_4_seeds_4_sizes,2026-08-16T19:00:47+00:00,0,0.3421052632,0.7,18.33482712,REJECTED,loopy_structure,
